name,2019_inspection_count
"BG0039001, Bronx County, NY",1
"BG0039001, New York County, NY",4
"BG0039002, Kings County, NY",1
"BG0039002, New York County, NY",2
"BG0039003, Bronx County, NY",1
"BG0039004, Bronx County, NY",2
"BG0039004, New York County, NY",5
"BG0039005, Bronx County, NY",6
"BG0040001, New York County, NY",3
"BG0040002, New York County, NY",2
"BG0040003, New York County, NY",5
"BG0040004, New York County, NY",3
"BG0040005, New York County, NY",9
"BG0040006, New York County, NY",3
"BG0040011, Queens County, NY",2
"BG0040021, Queens County, NY",1
"BG0041001, New York County, NY",13
"BG0041002, Kings County, NY",2
"BG0041002, New York County, NY",2
"BG0041003, Bronx County, NY",1
"BG0041004, Bronx County, NY",4
"BG0041004, New York County, NY",14
"BG0041005, New York County, NY",4
"BG0041006, New York County, NY",2
"BG0042001, New York County, NY",4
"BG0042002, New York County, NY",4
"BG0042003, Queens County, NY",3
"BG0042005, Bronx County, NY",2
"BG0043001, New York County, NY",5
"BG0043002, Kings County, NY",2
"BG0043002, New York County, NY",2
"BG0043003, New York County, NY",3
"BG0043004, Kings County, NY",4
"BG0044007, New York County, NY",5
"BG0044011, Queens County, NY",2
"BG0045003, Kings County, NY",1
"BG0045004, Kings County, NY",1
"BG0047001, New York County, NY",3
"BG0047002, New York County, NY",4
"BG0048003, New York County, NY",1
"BG0048004, New York County, NY",1
"BG0049001, Kings County, NY",2
"BG0049002, New York County, NY",4
"BG0049003, Kings County, NY",1
"BG0049003, New York County, NY",5
"BG0050001, New York County, NY",1
"BG0050002, New York County, NY",11
"BG0050003, New York County, NY",4
"BG0050005, New York County, NY",2
"BG0050022, Bronx County, NY",5
"BG0050023, Bronx County, NY",3
"BG0051001, Bronx County, NY",5
"BG0051001, Queens County, NY",6
"BG0051002, Bronx County, NY",1
"BG0051002, Kings County, NY",1
"BG0052001, New York County, NY",7
"BG0052002, Bronx County, NY",2
"BG0052002, New York County, NY",6
"BG0053003, Kings County, NY",1
"BG0054001, New York County, NY",12
"BG0054001, Queens County, NY",1
"BG0054003, Bronx County, NY",1
"BG0055011, New York County, NY",4
"BG0055012, New York County, NY",4
"BG0055021, New York County, NY",4
"BG0055022, New York County, NY",1
"BG0056001, New York County, NY",4
"BG0056002, New York County, NY",1
"BG0056003, Bronx County, NY",2
"BG0056003, New York County, NY",4
"BG0057001, Queens County, NY",2
"BG0057002, New York County, NY",1
"BG0057003, Queens County, NY",3
"BG0058001, Kings County, NY",2
"BG0058001, New York County, NY",8
"BG0058002, Kings County, NY",1
"BG0059001, New York County, NY",2
"BG0059001, Queens County, NY",1
"BG0059002, Richmond County, NY",2
"BG0059003, New York County, NY",2
"BG0059021, Bronx County, NY",3
"BG0060001, Kings County, NY",3
"BG0060002, Kings County, NY",1
"BG0060003, Kings County, NY",1
"BG0061001, Bronx County, NY",3
"BG0061001, New York County, NY",3
"BG0061001, Queens County, NY",3
"BG0061003, New York County, NY",1
"BG0061003, Queens County, NY",4
"BG0061004, Queens County, NY",6
"BG0062001, Kings County, NY",2
"BG0062002, New York County, NY",1
"BG0062003, Kings County, NY",1
"BG0062004, Bronx County, NY",7
"BG0062005, Bronx County, NY",1
"BG0063001, Bronx County, NY",10
"BG0063001, New York County, NY",2
"BG0063002, Bronx County, NY",7
"BG0063002, Kings County, NY",1
"BG0063002, Queens County, NY",1
"BG0063003, Bronx County, NY",3
"BG0063003, Queens County, NY",4
"BG0063004, New York County, NY",6
"BG0063004, Queens County, NY",1
"BG0063005, New York County, NY",3
"BG0063006, Bronx County, NY",3
"BG0064002, New York County, NY",2
"BG0064003, Richmond County, NY",1
"BG0064004, New York County, NY",3
"BG0064005, New York County, NY",1
"BG0065001, Bronx County, NY",6
"BG0065001, New York County, NY",3
"BG0065002, New York County, NY",6
"BG0065003, New York County, NY",8
"BG0065004, Bronx County, NY",2
"BG0065004, New York County, NY",10
"BG0065005, Kings County, NY",1
"BG0065005, New York County, NY",10
"BG0065011, Queens County, NY",1
"BG0065021, Queens County, NY",1
"BG0066001, Kings County, NY",10
"BG0066003, New York County, NY",1
"BG0066007, New York County, NY",1
"BG0066008, New York County, NY",1
"BG0067001, New York County, NY",8
"BG0067002, New York County, NY",2
"BG0067003, New York County, NY",4
"BG0067004, New York County, NY",6
"BG0067005, Bronx County, NY",2
"BG0068001, Kings County, NY",6
"BG0068001, New York County, NY",2
"BG0068002, Kings County, NY",1
"BG0068002, New York County, NY",3
"BG0068004, Kings County, NY",3
"BG0068004, New York County, NY",3
"BG0068005, New York County, NY",2
"BG0068006, New York County, NY",12
"BG0069002, Bronx County, NY",1
"BG0069003, Kings County, NY",1
"BG0069004, Kings County, NY",1
"BG0070002, Bronx County, NY",1
"BG0070002, New York County, NY",5
"BG0070003, New York County, NY",2
"BG0070004, New York County, NY",4
"BG0070006, New York County, NY",1
"BG0071001, New York County, NY",2
"BG0071002, Bronx County, NY",2
"BG0071002, New York County, NY",2
"BG0071003, New York County, NY",3
"BG0071004, New York County, NY",1
"BG0071004, Queens County, NY",2
"BG0071005, New York County, NY",8
"BG0072001, New York County, NY",4
"BG0072002, Bronx County, NY",2
"BG0072004, New York County, NY",3
"BG0072005, New York County, NY",4
"BG0072007, New York County, NY",1
"BG0073001, Bronx County, NY",1
"BG0073001, New York County, NY",1
"BG0073001, Queens County, NY",1
"BG0073003, New York County, NY",7
"BG0073004, New York County, NY",4
"BG0073006, New York County, NY",16
"BG0074001, Kings County, NY",2
"BG0074001, New York County, NY",6
"BG0074001, Richmond County, NY",5
"BG0074002, Kings County, NY",3
"BG0074002, New York County, NY",5
"BG0074003, New York County, NY",5
"BG0075001, New York County, NY",5
"BG0075001, Richmond County, NY",2
"BG0075002, Richmond County, NY",1
"BG0075003, Kings County, NY",1
"BG0075003, New York County, NY",13
"BG0075005, Kings County, NY",1
"BG0076001, Kings County, NY",4
"BG0076001, New York County, NY",24
"BG0076002, Kings County, NY",7
"BG0076002, New York County, NY",1
"BG0077001, Bronx County, NY",1
"BG0077001, Kings County, NY",2
"BG0077001, New York County, NY",1
"BG0077002, New York County, NY",3
"BG0077003, Kings County, NY",1
"BG0077003, New York County, NY",8
"BG0077005, New York County, NY",3
"BG0078001, Bronx County, NY",1
"BG0078001, New York County, NY",1
"BG0079001, New York County, NY",12
"BG0079001, Queens County, NY",1
"BG0079003, New York County, NY",3
"BG0079004, New York County, NY",9
"BG0080001, Kings County, NY",2
"BG0080001, New York County, NY",3
"BG0080002, Kings County, NY",5
"BG0080002, New York County, NY",5
"BG0080003, Kings County, NY",1
"BG0080004, New York County, NY",3
"BG0081001, New York County, NY",3
"BG0081001, Richmond County, NY",4
"BG0081002, New York County, NY",3
"BG0081004, New York County, NY",2
"BG0081005, New York County, NY",1
"BG0081006, New York County, NY",1
"BG0082001, Kings County, NY",6
"BG0082001, New York County, NY",6
"BG0082003, New York County, NY",1
"BG0083001, Bronx County, NY",5
"BG0083001, New York County, NY",1
"BG0083002, New York County, NY",1
"BG0083003, New York County, NY",8
"BG0083005, Bronx County, NY",4
"BG0084001, New York County, NY",2
"BG0084002, New York County, NY",13
"BG0085002, Bronx County, NY",4
"BG0085002, Queens County, NY",3
"BG0086011, New York County, NY",1
"BG0086021, New York County, NY",1
"BG0086033, New York County, NY",2
"BG0087001, New York County, NY",2
"BG0087002, New York County, NY",2
"BG0087005, Bronx County, NY",2
"BG0087005, New York County, NY",4
"BG0088001, New York County, NY",5
"BG0088001, Queens County, NY",3
"BG0088002, New York County, NY",3
"BG0088005, New York County, NY",5
"BG0089002, New York County, NY",3
"BG0090001, New York County, NY",3
"BG0090002, Bronx County, NY",1
"BG0090002, Kings County, NY",3
"BG0090003, New York County, NY",6
"BG0090004, New York County, NY",5
"BG0091001, New York County, NY",6
"BG0091004, New York County, NY",1
"BG0092001, New York County, NY",16
"BG0092003, Bronx County, NY",2
"BG0092003, Kings County, NY",5
"BG0092005, Bronx County, NY",2
"BG0093001, Bronx County, NY",1
"BG0093002, New York County, NY",4
"BG0093003, New York County, NY",4
"BG0093005, Bronx County, NY",3
"BG0093005, New York County, NY",3
"BG0093006, Bronx County, NY",1
"BG0094001, Kings County, NY",1
"BG0094001, Queens County, NY",1
"BG0095001, New York County, NY",2
"BG0095002, New York County, NY",10
"BG0096001, New York County, NY",29
"BG0096002, Bronx County, NY",3
"BG0096002, Queens County, NY",2
"BG0096004, Kings County, NY",2
"BG0097003, Richmond County, NY",1
"BG0098001, Bronx County, NY",1
"BG0098001, New York County, NY",2
"BG0098001, Queens County, NY",3
"BG0098002, New York County, NY",8
"BG0098002, Queens County, NY",1
"BG0098003, Kings County, NY",2
"BG0098003, New York County, NY",10
"BG0098004, Kings County, NY",1
"BG0099001, New York County, NY",21
"BG0100001, Kings County, NY",5
"BG0100001, New York County, NY",6
"BG0100002, Kings County, NY",2
"BG0100002, New York County, NY",10
"BG0100002, Queens County, NY",3
"BG0100003, Kings County, NY",3
"BG0100004, Kings County, NY",1
"BG0101001, New York County, NY",25
"BG0101001, Queens County, NY",3
"BG0102001, Kings County, NY",7
"BG0102001, New York County, NY",10
"BG0102001, Queens County, NY",3
"BG0102002, Kings County, NY",1
"BG0102002, Queens County, NY",4
"BG0102003, Kings County, NY",1
"BG0103001, New York County, NY",3
"BG0104001, New York County, NY",8
"BG0104002, Kings County, NY",7
"BG0104003, Kings County, NY",4
"BG0105003, Richmond County, NY",2
"BG0106003, Kings County, NY",2
"BG0106011, New York County, NY",1
"BG0106013, New York County, NY",2
"BG0106014, New York County, NY",1
"BG0106021, New York County, NY",4
"BG0106022, New York County, NY",3
"BG0108001, Kings County, NY",2
"BG0108001, New York County, NY",5
"BG0108002, New York County, NY",1
"BG0108002, Queens County, NY",1
"BG0108003, Kings County, NY",11
"BG0108003, New York County, NY",4
"BG0108005, New York County, NY",2
"BG0108006, New York County, NY",12
"BG0108007, New York County, NY",1
"BG0109001, New York County, NY",10
"BG0110001, New York County, NY",1
"BG0110002, Kings County, NY",4
"BG0110003, New York County, NY",1
"BG0110006, New York County, NY",3
"BG0111001, New York County, NY",7
"BG0111003, New York County, NY",1
"BG0112011, New York County, NY",8
"BG0112021, New York County, NY",1
"BG0112023, Richmond County, NY",1
"BG0112032, New York County, NY",2
"BG0113001, New York County, NY",15
"BG0114011, New York County, NY",1
"BG0114012, New York County, NY",7
"BG0114012, Richmond County, NY",1
"BG0114021, New York County, NY",6
"BG0114022, New York County, NY",3
"BG0115001, New York County, NY",14
"BG0115001, Queens County, NY",4
"BG0115002, New York County, NY",2
"BG0115002, Queens County, NY",12
"BG0116001, New York County, NY",3
"BG0116003, Kings County, NY",4
"BG0117001, Queens County, NY",1
"BG0117002, Queens County, NY",4
"BG0118001, Bronx County, NY",1
"BG0118001, Kings County, NY",5
"BG0118002, Bronx County, NY",1
"BG0118002, Kings County, NY",3
"BG0118004, New York County, NY",3
"BG0118006, New York County, NY",8
"BG0119001, Bronx County, NY",3
"BG0119001, New York County, NY",7
"BG0119002, Kings County, NY",3
"BG0119002, New York County, NY",6
"BG0119002, Queens County, NY",3
"BG0119003, Kings County, NY",2
"BG0120001, Kings County, NY",4
"BG0120003, New York County, NY",1
"BG0121001, Kings County, NY",5
"BG0121001, New York County, NY",6
"BG0121001, Queens County, NY",2
"BG0121002, Richmond County, NY",2
"BG0121003, New York County, NY",4
"BG0121003, Richmond County, NY",1
"BG0121004, New York County, NY",6
"BG0121005, New York County, NY",2
"BG0121006, New York County, NY",6
"BG0121021, Bronx County, NY",1
"BG0122001, Kings County, NY",1
"BG0122001, Queens County, NY",3
"BG0122002, Kings County, NY",1
"BG0122002, New York County, NY",1
"BG0122004, New York County, NY",1
"BG0123001, Bronx County, NY",5
"BG0123011, Queens County, NY",1
"BG0123012, Queens County, NY",2
"BG0124001, New York County, NY",3
"BG0124002, New York County, NY",1
"BG0124004, New York County, NY",3
"BG0124007, New York County, NY",1
"BG0125001, New York County, NY",8
"BG0125001, Queens County, NY",1
"BG0125002, New York County, NY",5
"BG0126001, New York County, NY",4
"BG0126002, Kings County, NY",2
"BG0126003, New York County, NY",2
"BG0126006, New York County, NY",1
"BG0126008, New York County, NY",1
"BG0126012, Queens County, NY",2
"BG0127001, New York County, NY",3
"BG0127002, New York County, NY",13
"BG0127003, New York County, NY",1
"BG0127004, New York County, NY",3
"BG0127012, Bronx County, NY",3
"BG0128002, New York County, NY",1
"BG0128003, New York County, NY",3
"BG0129001, New York County, NY",1
"BG0129002, New York County, NY",2
"BG0129011, Bronx County, NY",3
"BG0129011, Kings County, NY",8
"BG0129012, Kings County, NY",3
"BG0129021, Kings County, NY",8
"BG0129022, Kings County, NY",5
"BG0130001, Bronx County, NY",3
"BG0130001, Kings County, NY",1
"BG0130002, Kings County, NY",5
"BG0130003, Kings County, NY",2
"BG0130003, New York County, NY",1
"BG0130004, Kings County, NY",2
"BG0131001, New York County, NY",15
"BG0131002, Kings County, NY",2
"BG0131002, New York County, NY",15
"BG0131003, Kings County, NY",1
"BG0131004, Kings County, NY",1
"BG0132001, New York County, NY",1
"BG0132002, New York County, NY",3
"BG0132002, Queens County, NY",3
"BG0132003, New York County, NY",3
"BG0132004, Bronx County, NY",1
"BG0133001, Kings County, NY",3
"BG0133002, Kings County, NY",4
"BG0133002, New York County, NY",11
"BG0133003, Kings County, NY",5
"BG0133003, New York County, NY",2
"BG0133004, New York County, NY",2
"BG0133005, New York County, NY",2
"BG0133023, Richmond County, NY",2
"BG0134005, New York County, NY",5
"BG0134006, New York County, NY",3
"BG0134009, New York County, NY",7
"BG0135001, New York County, NY",4
"BG0135002, Kings County, NY",1
"BG0135002, New York County, NY",2
"BG0135003, Kings County, NY",9
"BG0136001, Queens County, NY",2
"BG0136002, New York County, NY",2
"BG0137002, Kings County, NY",2
"BG0137003, Kings County, NY",1
"BG0137003, New York County, NY",17
"BG0137004, New York County, NY",5
"BG0137005, New York County, NY",3
"BG0137006, New York County, NY",3
"BG0138001, New York County, NY",5
"BG0138002, Kings County, NY",2
"BG0138003, Kings County, NY",1
"BG0138003, New York County, NY",5
"BG0138004, New York County, NY",5
"BG0138005, New York County, NY",1
"BG0138007, New York County, NY",3
"BG0139002, Kings County, NY",1
"BG0139003, New York County, NY",1
"BG0139005, New York County, NY",3
"BG0139007, New York County, NY",4
"BG0140001, New York County, NY",1
"BG0140001, Queens County, NY",1
"BG0140002, Kings County, NY",2
"BG0140002, New York County, NY",14
"BG0140002, Queens County, NY",1
"BG0140003, New York County, NY",5
"BG0140006, New York County, NY",1
"BG0141001, Queens County, NY",7
"BG0141002, Kings County, NY",2
"BG0141003, Bronx County, NY",4
"BG0141003, Kings County, NY",1
"BG0142004, New York County, NY",1
"BG0142021, Queens County, NY",3
"BG0143001, Kings County, NY",2
"BG0143002, Kings County, NY",1
"BG0143002, Queens County, NY",5
"BG0144001, Queens County, NY",2
"BG0144014, New York County, NY",1
"BG0144022, New York County, NY",2
"BG0144023, New York County, NY",2
"BG0144025, New York County, NY",2
"BG0145001, Bronx County, NY",1
"BG0145001, Kings County, NY",1
"BG0145001, New York County, NY",2
"BG0145003, New York County, NY",1
"BG0145004, New York County, NY",1
"BG0146011, New York County, NY",2
"BG0146012, New York County, NY",6
"BG0146024, New York County, NY",1
"BG0146026, New York County, NY",2
"BG0146042, Richmond County, NY",1
"BG0146052, Richmond County, NY",1
"BG0146062, Richmond County, NY",1
"BG0147002, Richmond County, NY",2
"BG0148011, New York County, NY",2
"BG0148021, New York County, NY",2
"BG0148022, New York County, NY",3
"BG0148024, New York County, NY",3
"BG0149001, New York County, NY",1
"BG0149001, Queens County, NY",1
"BG0149002, Kings County, NY",2
"BG0149002, Queens County, NY",5
"BG0149003, Bronx County, NY",5
"BG0149004, New York County, NY",2
"BG0150012, New York County, NY",1
"BG0151001, Kings County, NY",5
"BG0151001, Queens County, NY",2
"BG0151001, Richmond County, NY",3
"BG0151003, Bronx County, NY",6
"BG0151004, New York County, NY",1
"BG0152002, Bronx County, NY",5
"BG0153001, Bronx County, NY",1
"BG0153001, Queens County, NY",4
"BG0153002, Queens County, NY",7
"BG0153006, New York County, NY",8
"BG0155001, Queens County, NY",3
"BG0155002, Queens County, NY",3
"BG0156001, Queens County, NY",3
"BG0156011, Richmond County, NY",1
"BG0156013, New York County, NY",2
"BG0156014, Richmond County, NY",1
"BG0156021, New York County, NY",1
"BG0157002, New York County, NY",3
"BG0157004, Kings County, NY",1
"BG0157006, New York County, NY",1
"BG0157007, New York County, NY",1
"BG0158001, Bronx County, NY",2
"BG0158011, New York County, NY",1
"BG0158011, Queens County, NY",1
"BG0158013, Queens County, NY",6
"BG0158021, Queens County, NY",7
"BG0158023, Queens County, NY",1
"BG0159001, Bronx County, NY",2
"BG0159001, Queens County, NY",2
"BG0159003, Queens County, NY",1
"BG0159006, New York County, NY",3
"BG0160002, Kings County, NY",2
"BG0160004, Kings County, NY",1
"BG0160022, New York County, NY",3
"BG0161001, Bronx County, NY",3
"BG0161001, New York County, NY",3
"BG0161001, Queens County, NY",1
"BG0161002, Kings County, NY",3
"BG0161003, Kings County, NY",2
"BG0161005, New York County, NY",4
"BG0162001, Bronx County, NY",2
"BG0162001, Kings County, NY",2
"BG0162002, Kings County, NY",2
"BG0163002, Kings County, NY",2
"BG0163003, Kings County, NY",3
"BG0163005, New York County, NY",5
"BG0164001, Bronx County, NY",1
"BG0165001, Bronx County, NY",3
"BG0165002, New York County, NY",3
"BG0165003, New York County, NY",1
"BG0165004, New York County, NY",3
"BG0165005, New York County, NY",3
"BG0166001, New York County, NY",3
"BG0166003, New York County, NY",6
"BG0166005, New York County, NY",1
"BG0167004, Kings County, NY",1
"BG0167004, New York County, NY",4
"BG0167005, New York County, NY",4
"BG0168002, Queens County, NY",5
"BG0169002, Kings County, NY",2
"BG0169002, New York County, NY",1
"BG0169003, New York County, NY",5
"BG0169004, Kings County, NY",2
"BG0169004, New York County, NY",15
"BG0169005, New York County, NY",1
"BG0170001, Kings County, NY",1
"BG0170001, New York County, NY",1
"BG0170002, New York County, NY",2
"BG0170003, New York County, NY",1
"BG0170005, New York County, NY",2
"BG0170051, Richmond County, NY",1
"BG0171001, New York County, NY",3
"BG0171002, New York County, NY",5
"BG0171003, New York County, NY",1
"BG0172001, New York County, NY",7
"BG0172005, New York County, NY",1
"BG0173001, New York County, NY",1
"BG0173003, Bronx County, NY",2
"BG0174013, New York County, NY",1
"BG0175006, New York County, NY",8
"BG0175007, New York County, NY",2
"BG0176001, Kings County, NY",2
"BG0177001, Kings County, NY",1
"BG0177002, New York County, NY",1
"BG0177006, New York County, NY",2
"BG0177013, Bronx County, NY",2
"BG0177022, Bronx County, NY",1
"BG0179001, Queens County, NY",2
"BG0179002, Queens County, NY",8
"BG0179006, New York County, NY",1
"BG0179007, New York County, NY",5
"BG0179011, Bronx County, NY",2
"BG0179023, Bronx County, NY",7
"BG0180001, Kings County, NY",1
"BG0181002, Richmond County, NY",1
"BG0181003, Kings County, NY",1
"BG0181003, Richmond County, NY",1
"BG0181011, Queens County, NY",6
"BG0181013, Queens County, NY",5
"BG0181022, Queens County, NY",2
"BG0181023, Bronx County, NY",1
"BG0182001, New York County, NY",1
"BG0182003, New York County, NY",4
"BG0182005, New York County, NY",1
"BG0183001, Kings County, NY",3
"BG0183003, Kings County, NY",1
"BG0183003, Queens County, NY",2
"BG0183004, Queens County, NY",3
"BG0183005, Queens County, NY",4
"BG0183006, New York County, NY",2
"BG0183007, New York County, NY",2
"BG0183023, Bronx County, NY",2
"BG0184002, New York County, NY",2
"BG0184003, Bronx County, NY",2
"BG0184011, Queens County, NY",1
"BG0185001, Bronx County, NY",2
"BG0185011, Kings County, NY",1
"BG0185013, Queens County, NY",1
"BG0185023, Queens County, NY",1
"BG0187012, Richmond County, NY",1
"BG0187022, Richmond County, NY",1
"BG0188003, New York County, NY",3
"BG0189002, New York County, NY",1
"BG0189002, Queens County, NY",1
"BG0189004, Bronx County, NY",3
"BG0189005, New York County, NY",1
"BG0190001, New York County, NY",1
"BG0190001, Queens County, NY",3
"BG0191001, Kings County, NY",3
"BG0191005, New York County, NY",1
"BG0191006, New York County, NY",4
"BG0193001, Kings County, NY",1
"BG0193006, New York County, NY",3
"BG0194001, Bronx County, NY",1
"BG0194001, Kings County, NY",7
"BG0194002, New York County, NY",1
"BG0195002, Bronx County, NY",6
"BG0195002, Kings County, NY",1
"BG0195003, New York County, NY",3
"BG0195004, New York County, NY",6
"BG0196001, Queens County, NY",1
"BG0196003, Kings County, NY",4
"BG0197001, Kings County, NY",1
"BG0197002, Bronx County, NY",1
"BG0197003, Bronx County, NY",7
"BG0197004, Bronx County, NY",1
"BG0197004, Kings County, NY",2
"BG0198001, New York County, NY",1
"BG0199002, New York County, NY",3
"BG0199006, New York County, NY",4
"BG0200001, Kings County, NY",1
"BG0200001, New York County, NY",3
"BG0200002, Bronx County, NY",3
"BG0200002, New York County, NY",1
"BG0201001, Richmond County, NY",1
"BG0201002, Bronx County, NY",1
"BG0201002, Kings County, NY",2
"BG0201002, Richmond County, NY",1
"BG0201011, New York County, NY",1
"BG0201021, New York County, NY",2
"BG0202002, Bronx County, NY",1
"BG0203002, New York County, NY",3
"BG0205002, Kings County, NY",1
"BG0205002, New York County, NY",1
"BG0205023, Bronx County, NY",1
"BG0207001, Kings County, NY",3
"BG0207001, Richmond County, NY",1
"BG0207002, Kings County, NY",3
"BG0207002, Richmond County, NY",2
"BG0207003, Richmond County, NY",2
"BG0207004, Richmond County, NY",3
"BG0208002, Queens County, NY",4
"BG0208011, Richmond County, NY",3
"BG0209002, Bronx County, NY",1
"BG0209011, New York County, NY",7
"BG0210003, Kings County, NY",2
"BG0210015, Bronx County, NY",2
"BG0210027, Bronx County, NY",3
"BG0211001, New York County, NY",1
"BG0211002, Bronx County, NY",3
"BG0211002, Kings County, NY",1
"BG0211003, New York County, NY",2
"BG0212001, Bronx County, NY",1
"BG0212001, Queens County, NY",10
"BG0213001, Kings County, NY",7
"BG0213003, Kings County, NY",1
"BG0213005, Richmond County, NY",1
"BG0214002, Queens County, NY",4
"BG0214003, Queens County, NY",1
"BG0215001, Kings County, NY",1
"BG0215001, New York County, NY",1
"BG0215002, New York County, NY",1
"BG0216001, Queens County, NY",1
"BG0216004, New York County, NY",3
"BG0216011, Bronx County, NY",1
"BG0216012, Bronx County, NY",2
"BG0216024, Bronx County, NY",2
"BG0216025, Bronx County, NY",3
"BG0217001, Kings County, NY",7
"BG0218002, Bronx County, NY",3
"BG0218002, New York County, NY",2
"BG0218003, Kings County, NY",1
"BG0219001, Bronx County, NY",4
"BG0219001, Kings County, NY",3
"BG0219001, New York County, NY",8
"BG0219002, New York County, NY",4
"BG0220004, New York County, NY",1
"BG0221002, Kings County, NY",1
"BG0221021, Bronx County, NY",4
"BG0221021, New York County, NY",1
"BG0221022, New York County, NY",2
"BG0222001, Bronx County, NY",1
"BG0222002, Bronx County, NY",1
"BG0222002, New York County, NY",1
"BG0222003, Bronx County, NY",5
"BG0222003, Kings County, NY",4
"BG0223001, Bronx County, NY",6
"BG0223002, Bronx County, NY",2
"BG0223014, New York County, NY",1
"BG0224001, New York County, NY",3
"BG0224002, New York County, NY",2
"BG0224032, Bronx County, NY",3
"BG0225003, New York County, NY",3
"BG0226001, Richmond County, NY",2
"BG0226002, New York County, NY",2
"BG0227001, Kings County, NY",1
"BG0227001, New York County, NY",5
"BG0227002, Kings County, NY",2
"BG0228001, Bronx County, NY",4
"BG0228001, New York County, NY",3
"BG0228003, Kings County, NY",2
"BG0229003, New York County, NY",3
"BG0229021, Bronx County, NY",1
"BG0230001, Bronx County, NY",1
"BG0230002, Bronx County, NY",1
"BG0230003, New York County, NY",1
"BG0231001, Bronx County, NY",3
"BG0231001, Kings County, NY",4
"BG0231003, New York County, NY",2
"BG0232001, Kings County, NY",1
"BG0232001, New York County, NY",1
"BG0233001, Kings County, NY",1
"BG0233001, New York County, NY",2
"BG0233002, New York County, NY",2
"BG0233003, Kings County, NY",1
"BG0233003, New York County, NY",1
"BG0233013, Bronx County, NY",3
"BG0235001, Kings County, NY",2
"BG0235012, Bronx County, NY",1
"BG0235024, Bronx County, NY",1
"BG0236001, Bronx County, NY",1
"BG0236001, Queens County, NY",2
"BG0236002, Bronx County, NY",1
"BG0236002, New York County, NY",4
"BG0237001, New York County, NY",1
"BG0237031, Bronx County, NY",3
"BG0238001, Queens County, NY",1
"BG0238002, Bronx County, NY",1
